date,% Iron Feed,% Silica Feed,Starch Flow,Amina Flow,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,Flotation Column 01 Air Flow,Flotation Column 02 Air Flow,Flotation Column 03 Air Flow,Flotation Column 04 Air Flow,Flotation Column 05 Air Flow,Flotation Column 06 Air Flow,Flotation Column 07 Air Flow,Flotation Column 01 Level,Flotation Column 02 Level,Flotation Column 03 Level,Flotation Column 04 Level,Flotation Column 05 Level,Flotation Column 06 Level,Flotation Column 07 Level,% Iron Concentrate,% Silica Concentrate
10/3/17 12:00,54.95,17.4,4470.21,564758,394951,998405,177632,248.95,251279,251499,295096,306.4,249983,252378,552489,566349,549962,551716,606301,531325,542488,65.55,2.83
10/3/17 12:00,54.95,17.4,4524.41,568.42,399551,998463,177597,249258,253191,251367,295096,306.4,250203,249829,547935,557288,542139,575039,620404,549529,543041,65.55,2.83
10/3/17 12:00,54.95,17.4,4550.29,570923,402949,998522,177563,249236,251323,249983,295096,306.4,250269,248357,546233,545.56,537.66,597345,603985,570.14,581992,65.55,2.83
10/3/17 12:00,54.95,17.4,4537.11,572103,398047,998581,177528,248584,248511,249976,295096,306.4,249976,248.73,548869,550167,521743,593753,592.09,580.22,602337,65.55,2.83
10/3/17 12:00,54.95,17.4,4516.6,566246,401521,99864,177494,248742,246279,249968,295096,306.4,250115,250454,547.64,547921,537446,554134,590816,431069,580187,65.55,2.83
10/3/17 12:00,54.95,17.4,4440.57,571086,403.32,998699,17746,248.95,250342,248.95,295096,306.4,250554,252466,554541,546393,548.9,549.09,576.67,503307,567393,65.55,2.83
10/3/17 12:00,54.95,17.4,4332.81,565826,402451,998758,177425,249093,254114,249.51,295096,306.4,250137,250983,563425,551934,556625,551018,554469,440484,578854,65.55,2.83
10/3/17 12:00,54.95,17.4,4266.02,566864,404341,998816,177391,249456,248.17,249478,295096,306.4,250115,249686,560522,547887,552875,512014,572507,377661,569281,65.55,2.83
10/3/17 12:00,54.95,17.4,4264.26,579193,406421,998875,177356,248.61,248698,249598,295096,306.4,250411,249752,552.99,543.95,551879,532308,540755,314838,523286,65.55,2.83
10/3/17 12:00,54.95,17.4,4269.53,576569,401.03,998934,177322,248.5,250642,248972,295096,306.4,250488,250543,531994,535651,558487,549847,518232,417.75,503.2,65.55,2.83
10/3/17 12:00,54.95,17.4,4362.5,572.51,397852,998993,177287,248.73,250488,248511,295096,306.4,250488,250928,522009,531.29,561.13,547.66,519.39,552.22,503.2,65.55,2.83
10/3/17 12:00,54.95,17.4,4500.78,572.51,398042,999052,177253,248873,249346,250939,295096,306.4,250203,251927,519732,492999,547805,568479,519747,548216,487782,65.55,2.83
10/3/17 12:00,54.95,17.4,4548.44,571.32,403477,999172,177219,248.95,247874,251675,295096,306.4,250049,249895,536724,490788,550802,568516,509553,556252,521438,65.55,2.83
10/3/17 12:00,54.95,17.4,4554.88,569489,402.92,999325,177184,248665,246984,252081,295096,306.4,250334,248368,543931,511.75,555578,527966,497518,582852,584557,65.55,2.83
10/3/17 12:00,54.95,17.4,4529.3,574799,400693,999478,17715,249082,248181,249181,295096,306.4,250488,248434,534722,518064,554498,503026,439632,555636,571949,65.55,2.83
10/3/17 12:00,54.95,17.4,4513.48,577209,399536,999632,177115,249532,250807,248412,295096,306.4,250345,249796,543.53,521575,560432,515353,412839,499181,520773,65.55,2.83
10/3/17 12:00,54.95,17.4,4506.25,569641,404355,999785,177081,248752,253521,248236,295096,306.4,250269,251917,560622,524094,553657,521542,421346,470506,487.06,65.55,2.83
10/3/17 12:00,54.95,17.4,4491.6,564209,401895,999938,177046,249291,246.16,248566,295096,306.4,250411,248972,563.45,548787,546081,524626,425.2,494894,476582,65.55,2.83
10/3/17 12:00,54.95,17.4,4483.59,565735,402.07,100009,177012,249543,245.27,250236,295096,306.4,250488,251543,562374,554141,547049,529238,427352,544628,481717,65.55,2.83
10/3/17 12:00,54.95,17.4,4513.87,565826,401045,100024,1.77,249.39,247478,251642,295096,306.4,250.06,250433,552139,561764,553796,538341,450.35,587612,495.4,65.55,2.83
10/3/17 12:00,54.95,17.4,4582.03,563995,402656,10004,1.77,249532,248774,251598,295096,306.4,250115,248511,538075,584308,551906,545629,490034,573276,496.69,65.55,2.83
10/3/17 12:00,54.95,17.4,4645.12,573273,406011,100055,1.77,250181,247961,251367,295096,306.4,250269,250796,544907,597.08,546107,553867,511869,546004,497958,65.55,2.83
10/3/17 12:00,54.95,17.4,4700.39,577026,403887,10007,1.77,250488,249335,250.51,295096,306.4,250411,252026,553.64,593735,544059,556406,536655,524046,509217,65.55,2.83
10/3/17 12:00,54.95,17.4,4737.3,569824,403198,100086,1.77,250345,249489,250334,295096,306.4,250203,249.17,559921,578612,548427,567287,558768,542025,532174,65.55,2.83
10/3/17 12:00,54.95,17.4,4706.45,571564,401616,100101,1.77,250983,248.95,249203,295096,306.4,250192,251917,575236,566181,564556,577249,591401,580164,583.43,65.55,2.83
10/3/17 12:00,54.95,17.4,4627.93,569977,398203,100116,1.77,250653,248093,249082,295096,306.4,250269,250.51,566127,563374,562105,590214,620.18,576.72,593994,65.55,2.83
10/3/17 12:00,54.95,17.4,4596.09,566833,402495,100132,1.77,250.84,249346,249247,295096,306.4,249983,248796,557869,566151,570496,570448,645434,554068,580093,65.55,2.83
10/3/17 12:00,54.95,17.4,4596.48,565216,400898,100147,1.77,251719,249.84,249741,295096,306.4,249829,251235,548285,558336,566985,576445,666.69,553536,584646,65.55,2.83
10/3/17 12:00,54.95,17.4,4609.96,573303,397485,100162,1.77,251598,252.18,249.62,295096,306.4,250115,249467,529041,536077,557276,605901,662669,570364,614026,65.55,2.83
10/3/17 12:00,54.95,17.4,4624.8,565308,398877,100178,1.77,251.51,250565,249.39,295096,306.4,250126,251993,540052,529334,545729,589864,631665,600716,634519,65.55,2.83
10/3/17 12:00,54.95,17.4,4619.34,564026,396284,100193,1.77,251.73,248807,249104,295096,306.4,250192,250082,563049,531825,551505,551405,616544,576.86,596422,65.55,2.83
10/3/17 12:00,54.95,17.4,4612.5,560272,397002,100208,1.77,251807,250.73,248665,295096,306.4,249983,250137,561923,528,538.77,528888,599663,551436,572751,65.55,2.83
10/3/17 12:00,54.95,17.4,4608.59,563782,397295,100224,1.77,251521,246522,250225,295096,306.4,250115,249796,555267,535565,536826,543129,591705,588704,584364,65.55,2.83
10/3/17 12:00,54.95,17.4,4611.52,566437,393442,100239,1.77,251653,247104,251576,295096,306.4,250126,249236,548.51,540.92,536958,563166,594235,585708,570.13,65.55,2.83
10/3/17 12:00,54.95,17.4,4622.85,565796,392.08,100254,1.77,251807,248665,251664,295096,306.4,249906,249961,556593,547.18,549776,530276,564606,521414,526651,65.55,2.83
10/3/17 12:00,54.95,17.4,4603.71,561829,398188,10027,1.77,251664,250.51,251.73,295096,306.4,249829,251.84,554416,545025,551933,546333,530844,511442,518955,65.55,2.83
10/3/17 12:00,54.95,17.4,4593.75,559692,401367,100285,1.77,251587,251587,251807,295096,306.4,249829,252686,550037,542.05,548.72,566.02,521.59,520.85,524.17,65.55,2.83
10/3/17 12:00,54.95,17.4,4563.67,563.66,401367,10.03,1.77,251.73,249302,250378,295096,306.4,249829,249972,539952,547204,557137,541898,506913,581281,564698,65.55,2.83
10/3/17 12:00,54.95,17.4,4545.31,571.35,394893,100316,1.77,251949,247357,249609,295096,306.4,249972,248796,549486,555869,553253,537035,519056,573052,555677,65.55,2.83
10/3/17 12:00,54.95,17.4,4534.77,562836,397119,100331,1.77,252169,249829,249181,295096,306.4,250049,250521,563074,573769,562753,555625,546678,540908,529028,65.55,2.83
10/3/17 12:00,54.95,17.4,4517.58,557831,398672,100346,1.77,252532,248511,249236,295096,306.4,249906,251653,566052,587589,581529,540.94,573641,542336,515014,65.55,2.83
10/3/17 12:00,54.95,17.4,4493.95,561646,398232,100363,1.77,252114,249829,248247,295096,306.4,249829,250521,555967,575667,573543,549729,592946,546788,509659,65.55,2.83
10/3/17 12:00,54.95,17.4,4454.88,560181,402627,100381,1.77,252378,250367,248203,295096,306.4,250115,249543,550537,571219,566692,579471,582036,558464,532586,65.55,2.83
10/3/17 12:00,54.95,17.4,4415.43,551727,401265,100398,1.77,252686,252543,248225,295096,306.4,250269,249961,552814,566.94,567.07,569898,571215,572912,578849,65.55,2.83
10/3/17 12:00,54.95,17.4,4390.63,546112,401221,100416,1.77,252686,250291,249928,295096,306.4,250126,251554,546233,556947,556547,553279,565048,588704,607758,65.55,2.83
10/3/17 12:00,54.95,17.4,4379.3,554565,403.77,100434,1.77,252257,249576,251499,295096,306.4,250049,249532,546583,548.96,538608,570566,575955,570028,589168,65.55,2.83
10/3/17 12:00,54.95,17.4,4375.59,550964,405542,100451,1.77,252.74,252982,251807,295096,306.4,250192,248214,549361,542901,524635,538474,599745,207585,561.33,65.55,2.83
10/3/17 12:00,54.95,17.4,4383.2,548645,404912,100469,1.77,252554,251158,250.95,295096,306.4,250269,248862,544656,561902,527684,538338,592146,211447,573495,65.55,2.83
10/3/17 12:00,54.95,17.4,4382.62,555878,409058,100487,177022,251.96,249247,249489,295096,306.4,250269,251741,539426,551113,523393,576676,569675,530628,575346,65.55,2.83
10/3/17 12:00,54.95,17.4,4410.94,557193,406724,100504,177057,252351,247266,249222,295096,306.4,250269,250541,550728,526245,526732,551688,528934,637857,545585,65.55,2.83
10/3/17 12:00,54.95,17.4,4439.45,547974,401.25,100522,177091,252158,249521,249258,295096,306.4,250.4,248.95,550737,512824,541816,525624,481274,627.27,542156,65.55,2.83
10/3/17 12:00,54.95,17.4,4473.93,546265,399609,10054,177126,252.07,252334,249.17,295096,306.4,250356,249214,533821,521092,549692,522.81,452302,619.2,554408,65.55,2.83
10/3/17 12:00,54.95,17.4,4518.75,549438,399434,100557,17716,252114,253345,249302,295096,306.4,250269,251104,547935,520188,554876,525152,460234,568348,526488,65.55,2.83
10/3/17 12:00,54.95,17.4,4544.04,551025,403711,100575,177194,252422,251675,251367,295096,306.4,250269,250.4,567354,505804,557576,543.75,461448,508982,484444,65.55,2.83
10/3/17 12:00,54.95,17.4,4538.67,548828,402246,100592,177229,252.29,249741,252422,295096,306.4,250.4,248906,570256,521.89,560.27,547424,467722,512792,489.3,65.55,2.83
10/3/17 12:00,54.95,17.4,4497.66,549805,402305,10061,177263,252422,248862,251.06,295096,306.4,250488,248994,570657,539108,557.68,536.25,466618,558156,505742,65.55,2.83
10/3/17 12:00,54.95,17.4,4464.55,547363,400.43,100628,177298,252026,248247,249873,295096,306.4,250225,250093,563.25,540.92,556928,541876,469042,578.54,507.51,65.55,2.83
10/3/17 12:00,54.95,17.4,4446.88,547729,398203,100645,177332,251587,248071,248687,295096,306.4,250181,252158,550837,529364,560054,539764,486998,567788,505744,65.55,2.83
10/3/17 12:00,54.95,17.4,4462.99,546265,394219,100663,177367,251323,249126,247412,295096,306.4,250137,250488,548435,538652,556924,542.89,521922,557596,506186,65.55,2.83
10/3/17 12:00,54.95,17.4,4474.61,537964,400723,100681,177401,250884,251543,248159,295096,306.4,249917,248862,554841,561194,549266,558202,545056,556588,536.86,65.55,2.83
10/3/17 12:00,54.95,17.4,4497.46,543213,399551,100698,177435,250576,253213,248.95,295096,306.4,250225,249214,562849,583964,542142,542184,554526,543148,544474,65.55,2.83
10/3/17 12:00,54.95,17.4,4498.34,544556,397441,100716,17747,250225,254619,250664,295096,306.4,250225,251367,563.95,595858,540522,515622,532714,532396,546.57,65.55,2.83
10/3/17 12:00,54.95,17.4,4460.45,541382,399316,100734,177504,250049,255322,251807,295096,306.4,250049,252686,562549,596.99,541.17,507.81,515.53,531.5,553.41,65.55,2.83
10/3/17 12:00,54.95,17.4,4400.2,545044,399316,100751,177539,249785,254004,252.07,295096,306.4,249917,251499,559546,592574,535344,529608,529408,560.06,579894,65.55,2.83
10/3/17 12:00,54.95,17.4,4333.79,547485,397383,100769,177573,249741,253389,252114,295096,306.4,249434,249917,544031,580792,535.99,551172,555184,594.22,598216,65.55,2.83
10/3/17 12:00,54.95,17.4,4314.36,546753,403652,100787,177608,249.17,253301,251499,295096,306.4,248774,249.39,534121,561988,547752,561956,571156,553558,558598,65.55,2.83
10/3/17 12:00,54.95,17.4,4365.92,543701,404473,100804,177642,249258,246929,249829,295096,306.4,248774,249917,536223,551682,555524,555472,589004,523768,529244,65.55,2.83
10/3/17 12:00,54.95,17.4,4417.97,551514,396914,100822,177676,249214,244644,248423,295096,306.4,249214,251455,545232,546.47,553256,549376,591428,556028,542708,65.55,2.83
10/3/17 12:00,54.95,17.4,4429.1,550903,397969,10084,177711,248818,246797,248071,295096,306.4,249653,250664,562048,547146,557354,553282,580634,584812,559484,65.55,2.83
10/3/17 12:00,54.95,17.4,4403.61,542236,407461,100857,177745,248335,246885,250444,295096,306.4,249565,249478,574861,552812,565234,555.47,596164,573388,566216,65.55,2.83
10/3/17 12:00,54.95,17.4,4383.01,545776,404004,100876,17778,247808,248247,252026,295096,306.4,249653,249258,571157,548624,565342,544454,607.51,556364,568.75,65.55,2.83
10/3/17 12:00,54.95,17.4,4370.02,547363,395918,100896,177814,247632,250576,251104,295096,306.4,249697,249829,566553,551454,560914,547424,621614,546396,580006,65.55,2.83
10/3/17 12:00,54.95,17.4,4375.39,543457,397.91,100916,177849,248291,252026,249829,295096,306.4,249609,251191,553.94,555868,565.45,570236,633.07,545164,587.73,65.55,2.83
10/3/17 12:00,54.95,17.4,4401.17,541992,404.18,100936,177883,248.73,248906,249521,295096,306.4,249741,250093,553.34,566176,566.53,590232,628664,564316,590492,65.55,2.83
10/3/17 12:00,54.95,17.4,4419.73,547119,400.84,100956,177917,248467,246533,249873,295096,306.4,249961,248687,548035,559946,559192,574214,638358,579772,597668,65.55,2.83
10/3/17 12:00,54.95,17.4,4398.44,554932,397852,100976,177952,248159,247983,249917,295096,306.4,249785,248643,546733,560968,539228,612.89,639568,249784,611.68,65.55,2.83
10/3/17 12:00,54.95,17.4,4379.69,551636,394395,100996,177986,248071,250137,249829,295096,306.4,249873,249653,548135,543408,524014,651566,633.51,374788,623158,65.55,2.83
10/3/17 12:00,54.95,17.4,4423.93,550781,397324,101016,1.78,248599,250532,249829,295096,306.4,249917,251851,538726,543634,532538,562426,625248,592.54,606384,65.55,2.83
10/3/17 12:00,54.95,17.4,4474.61,554443,402.48,101036,1.78,248423,253696,250093,295096,306.4,249961,250532,548235,551.45,532644,564456,594404,585.26,576256,65.55,2.83
10/3/17 12:00,54.95,17.4,4493.36,544434,402715,101056,1.78,248467,255981,250005,295096,306.4,249917,249082,555642,540914,538.69,543436,593414,589.74,576256,65.55,2.83
10/3/17 12:00,54.95,17.4,4473.24,548828,402.07,101076,1.78,248071,251631,249829,295096,306.4,250225,249302,559146,532874,547968,523122,569176,577532,544364,65.55,2.83
10/3/17 12:00,54.95,17.4,4468.55,548218,401.25,101096,1.78,248423,249653,249565,295096,306.4,250093,250181,547834,541826,540.2,517262,553422,548076,513132,65.55,2.83
10/3/17 12:00,54.95,17.4,4472.66,553223,398672,101116,1.78,248423,251719,249521,295096,306.4,249961,251631,543.13,549186,542248,509608,547258,524102,501546,65.55,2.83
10/3/17 12:00,54.95,17.4,4471.39,555542,401836,101136,1.78,248335,249653,249214,295096,306.4,250181,250796,539326,539216,558002,539844,525226,548856,537082,65.55,2.83
10/3/17 12:00,54.95,17.4,4470.7,547241,401543,101156,1.78,248115,255015,249082,295096,306.4,250269,249961,541128,533782,555844,569532,511894,558.38,545.58,65.55,2.83
10/3/17 12:00,54.95,17.4,4480.86,543823,399316,101176,1.78,247852,259937,249.17,295096,306.4,250269,250049,545532,534.69,549.8,574.22,509.47,550.54,533,65.55,2.83
10/3/17 12:00,54.95,17.4,4490.14,547485,397734,101196,1.78,248115,256509,249565,295096,306.4,250005,250181,557844,535368,550448,531092,506.83,534.07,510818,65.55,2.83
10/3/17 12:00,54.95,17.4,4504.88,551758,395977,101216,1.78,248159,253696,249829,295096,306.4,249961,250.4,560947,553.49,544406,507734,492842,527464,511258,65.55,2.83
10/3/17 12:00,54.95,17.4,4467.29,552612,395332,101236,1.78,248071,250972,249829,295096,306.4,249917,251016,543.73,558136,545592,666718,490306,545.5,533662,65.55,2.83
10/3/17 12:00,54.95,17.4,4417.97,546143,405.41,101256,1.78,248071,248335,250.62,295096,306.4,249829,250576,527314,539448,538.58,652656,511234,563308,540834,65.55,2.83
10/3/17 12:00,54.95,17.4,4380.18,546021,407813,101276,1.78,248203,250664,251411,295096,306.4,249829,249917,539326,536616,537286,573986,514098,566.78,532556,65.55,2.83
10/3/17 12:00,54.95,17.4,4395.12,552368,406113,101296,1.78,248423,247.28,251455,295096,306.4,249961,249829,542729,542618,539874,548048,515972,554572,535424,65.55,2.83
10/3/17 12:00,54.95,17.4,4400,556274,399902,101316,1.78,248643,247896,251499,295096,306.4,250049,249829,545032,533556,548724,514456,531942,552892,556284,65.55,2.83
10/3/17 12:00,54.95,17.4,4358.98,553223,399961,101336,1.78,248599,247676,250005,295096,306.4,249917,250225,550337,541.37,554552,540312,534254,562076,555068,65.55,2.83
10/3/17 12:00,54.95,17.4,4295.41,551636,400313,101356,1.78,248511,245918,248423,295096,306.4,249961,250356,549937,544996,564152,546798,522688,562.3,546.68,65.55,2.83
10/3/17 12:00,54.95,17.4,4331.15,549438,402832,101376,1.78,248511,249917,247676,295096,306.4,250181,250.4,547134,548054,567606,544844,502312,540908,537966,65.55,2.83
10/3/17 12:00,54.95,17.4,4424.22,553711,399609,101396,1.78,248511,252334,250576,295096,306.4,250.14,250488,564451,540576,555088,537.97,515.86,546956,542.71,65.55,2.83
10/3/17 12:00,54.95,17.4,4510.35,551932,396345,101416,1.78,249013,248.73,252686,295096,306.4,249926,249609,570771,545043,545.1,523996,523631,562.38,553019,65.55,2.83
10/3/17 12:00,54.95,17.4,4603.81,541779,405674,101436,1.78,249269,247665,250631,295096,306.4,250071,248.95,555317,556693,557629,517516,518341,552836,555922,65.55,2.83
10/3/17 12:00,54.95,17.4,4680.57,543152,402964,101452,1.78,249049,248829,248.95,295096,306.4,250269,248.95,544331,551,571547,524041,517.02,550652,548283,65.55,2.83
10/3/17 12:00,54.95,17.4,4719.63,551788,396.05,101465,1.78,249434,252839,249313,295096,306.4,250269,249192,540052,538027,564398,549724,531584,548076,544255,65.55,2.83
10/3/17 12:00,54.95,17.4,4746.65,550.11,399873,101478,1.78,250675,252938,249489,295096,306.4,250269,249994,551513,546126,547268,547653,528.06,537016,547758,65.55,2.83
10/3/17 12:00,54.95,17.4,4766.02,549286,398701,101491,1.78,251125,249906,249631,295096,306.4,250389,251455,566953,566063,546.43,541328,528669,520798,541718,65.55,2.83
10/3/17 12:00,54.95,17.4,4789.06,546722,397734,101504,1.78,251411,248763,249587,295096,306.4,250367,250313,554866,550463,548348,548089,536685,541.94,535.15,65.55,2.83
10/3/17 12:00,54.95,17.4,4800.78,550323,398511,101517,1.78,252048,252664,248785,295096,306.4,250027,248851,542029,534352,542277,558538,547641,566.36,545271,65.55,2.83
10/3/17 12:00,54.95,17.4,4810.16,551.27,393984,10153,1.78,252246,255696,249983,295096,306.4,250071,249071,533771,543243,548995,574747,559953,562636,550.93,65.55,2.83
10/3/17 12:00,54.95,17.4,4816.41,546875,390.82,101543,1.78,252246,255103,251367,295096,306.4,250269,249.17,527014,548.85,556.28,581.25,560.7,560.62,548.45,65.55,2.83
10/3/17 12:00,54.95,17.4,4819.92,544189,396138,101556,1.78,252971,252444,251851,295096,306.4,250269,249895,539126,559129,551825,536133,547065,5.55E+12,555127,65.55,2.83
10/3/17 12:00,54.95,17.4,4862.11,546021,407578,101569,1.78,253081,248214,252004,295096,306.4,250389,251576,550137,559.13,551447,535311,540755,5.49E+12,563928,65.55,2.83
10/3/17 12:00,54.95,17.4,4926.17,556702,399521,101582,1.78,253048,252092,251927,295096,306.4,250367,249807,557369,550688,548482,557322,546843,543143,569388,65.55,2.83
10/3/17 12:00,54.95,17.4,4953.52,557373,386089,101595,1.78,252982,253619,249972,295096,306.4,250148,247994,553.74,555641,541791,569215,540099,530599,550076,65.55,2.83
10/3/17 12:00,54.95,17.4,4959.77,543579,393237,101608,1.78,253.29,245468,247928,295096,306.4,249928,251312,544606,554822,549589,568299,535277,537.66,529716,65.55,2.83
10/3/17 12:00,54.95,17.4,4972.27,536224,404839,101621,1.78,253.18,242271,248599,295096,306.4,250071,250642,549636,554028,550237,531407,535195,550904,525357,65.55,2.83
10/3/17 12:00,54.95,17.4,4936.33,538513,400181,101634,1.78,252806,250345,250719,295096,306.4,250269,248676,550362,552.67,553903,535568,550672,563.28,525.44,65.55,2.83
10/3/17 12:00,54.95,17.4,4874.22,546539,393779,101647,1.78,253147,255498,252169,295096,306.4,250148,251949,550662,544488,565828,533162,556371,561768,548171,65.55,2.83
10/3/17 12:00,54.95,17.4,4865.63,551086,392593,10166,1.78,253224,254982,251016,295096,306.4,249928,250598,549911,550578,550827,539507,547255,569356,566463,65.55,2.83
10/3/17 12:00,54.95,17.4,4865.63,552551,397852,101673,1.78,252642,252466,249104,295096,306.4,249829,251016,537725,559723,543.19,562379,546485,556476,570851,65.55,2.83
10/3/17 12:00,54.95,17.4,4880.47,556885,397485,101686,1.78,252367,248796,248.39,295096,306.4,250071,250038,534371,566.35,562911,545937,539906,532872,556835,65.55,2.83
10/3/17 12:00,54.95,17.4,4914.45,553711,398188,101699,1.78,251862,248016,248654,295096,306.4,250027,250115,546608,555364,554198,520372,547339,527.58,536253,65.55,2.83
10/3/17 12:00,54.95,17.4,4978.13,555023,400605,101712,1.78,251609,251.29,250.28,295096,306.4,250071,250994,554041,546354,5.46E+12,538103,552737,529428,544749,65.55,2.83
10/3/17 12:00,54.95,17.4,5046.88,557007,397896,101725,1.78,251686,250664,251971,295096,306.4,250027,249851,556243,555333,5.39E+12,563885,569233,545416,546765,65.55,2.83
10/3/17 12:00,54.95,17.4,5064.45,554474,399.39,101738,1.78,250983,249862,252345,295096,306.4,249708,251016,542905,547717,530704,557268,584765,539391,540891,65.55,2.83
10/3/17 13:00,54.95,17.4,5071.09,555206,404268,101751,1.78,250367,252235,252125,295096,306.4,249851,250719,539326,553717,537179,545178,579342,544487,541164,66.74,1.5
10/3/17 13:00,54.95,17.4,5041.8,553.68,408574,101764,1.78,250269,253608,250093,295096,306.4,249928,249587,551213,522425,536531,547344,584904,564008,547452,66.74,1.5
10/3/17 13:00,54.95,17.4,4956.64,558807,404839,101777,1.78,250148,252795,248.39,295096,306.4,249829,249631,550087,519624,534505,565525,576036,566.78,556446,66.74,1.5
10/3/17 13:00,54.95,17.4,4957.03,557526,399038,10179,1.78,250049,254465,248.17,295096,306.4,249829,250433,552639,553381,538497,571367,570171,582796,567.73,66.74,1.5
10/3/17 13:00,54.95,17.4,5075.78,551758,401558,101802,1.78,249686,252411,248313,295096,306.4,249.95,250686,551438,563149,539982,578438,560368,557087,586464,66.74,1.5
10/3/17 13:00,54.95,17.4,5136.72,546387,409907,101815,1.78,249.39,251609,250203,295096,306.4,250049,249159,546308,566662,546133,585509,550505,528724,566766,66.74,1.5
10/3/17 13:00,54.95,17.4,5196.48,541992,414258,101828,1.78,249.39,253784,251587,295096,306.4,250049,248071,546533,566.41,551.96,592.58,552.98,531.5,542.93,66.74,1.5
10/3/17 13:00,54.95,17.4,5217.58,551056,406523,10184,1.78,249.39,250038,251466,295096,306.4,250049,248071,541854,569836,550475,568946,550258,519174,548694,66.74,1.5
10/3/17 13:00,54.95,17.4,5167.58,551422,397617,101851,1.78,249.39,247819,251609,295096,306.4,250049,250851,540227,560799,545404,534353,543179,512786,538846,66.74,1.5
10/3/17 13:00,54.95,17.4,5105.08,549683,393413,101863,1.78,249.39,244764,251807,295096,306.4,250.17,249983,546433,551737,542.25,538629,534969,539531,531484,66.74,1.5
10/3/17 13:00,54.95,17.4,5089.45,558014,395405,101875,1.78,249148,244358,250719,295096,306.4,250269,249587,547834,563151,543735,549117,539073,564484,540061,66.74,1.5
10/3/17 13:00,54.95,17.4,5110.94,553.07,399565,101887,1.78,249192,247379,248862,295096,306.4,250027,250038,546308,559299,549697,524139,551331,570.56,537661,66.74,1.5
10/3/17 13:00,54.95,17.4,5149.22,549683,396299,101898,1.78,249148,249521,248313,295096,306.4,250192,248829,546533,558816,560109,529922,561438,551492,537609,66.74,1.5
10/3/17 13:00,54.95,17.4,5193.75,551636,395933,10191,1.78,249313,248291,247906,295096,306.4,250367,249335,548735,552021,546458,540.37,547.17,531.78,539096,66.74,1.5
10/3/17 13:00,54.95,17.4,5205.08,553223,395054,101922,1.78,249126,248851,249.95,295096,306.4,250148,251642,548.06,552561,543383,559023,532.66,544044,542624,66.74,1.5
10/3/17 13:00,54.95,17.4,5196.48,550.72,402275,101934,1.78,249093,253466,252026,295096,306.4,249928,250.95,561172,552417,548536,575.74,530734,563532,550376,66.74,1.5
10/3/17 13:00,54.95,17.4,5200.39,557281,406904,101945,1.78,249.39,253729,251422,295096,306.4,250071,249049,567228,541.88,544113,585.62,538441,561.88,558019,66.74,1.5
10/3/17 13:00,54.95,17.4,5205.08,560.76,406582,101957,1.78,249.39,252488,251049,295096,306.4,250148,249313,559846,513246,543.87,566796,546.98,549728,550102,66.74,1.5
10/3/17 13:00,54.95,17.4,5210.94,552948,402891,101969,1.78,249148,250.51,250664,295096,306.4,250049,251301,551163,527832,543573,539396,563232,563.42,545026,66.74,1.5
10/3/17 13:00,54.95,17.4,5212.5,544.22,401851,101981,1.78,249192,248972,249664,295096,306.4,249928,249906,541403,550122,542142,543556,563701,568684,561441,66.74,1.5
10/3/17 13:00,54.95,17.4,5210.94,559021,406333,101992,1.78,249148,247961,248807,295096,306.4,250071,247874,540227,556521,552742,563438,550207,557232,574958,66.74,1.5
10/3/17 13:00,54.95,17.4,5209.77,561859,408647,102004,1.78,248.95,248665,248269,295096,306.4,250389,251213,544231,566.97,553899,524685,549597,549224,560997,66.74,1.5
10/3/17 13:00,54.95,17.4,5212.5,554345,405887,102016,1.78,248.95,249013,248301,295096,306.4,250373,251022,551276,561926,549646,517373,542101,551.1,541.85,66.74,1.5
10/3/17 13:00,54.95,17.4,5221.88,556335,398877,102028,1.78,248.84,249.28,250598,295096,306.4,250049,248511,549036,551.11,551.15,542.97,534.26,551.66,529135,66.74,1.5
10/3/17 13:00,54.95,17.4,5200.78,551453,394922,10204,1.78,248.73,249939,252576,295096,306.4,249829,250708,553.79,549.13,549.53,549.61,532055,564.82,531.34,66.74,1.5
10/3/17 13:00,54.95,17.4,5167.19,540771,393164,102051,1.78,248.73,249829,251697,295096,306.4,250049,250488,569305,545735,551.15,551955,514705,568.74,530515,66.74,1.5
10/3/17 13:00,54.95,17.4,5150.39,543213,397852,102063,1.78,249.06,249719,249939,295096,306.4,250159,248181,577063,548285,557355,534.57,510575,561.46,521.69,66.74,1.5
10/3/17 13:00,54.95,17.4,5158.2,550842,405762,102075,1.78,249.06,250708,248.95,295096,306.4,250159,250269,571808,539785,564.64,543.16,534535,555.3,536585,66.74,1.5
10/3/17 13:00,54.95,17.4,5173.05,548706,404883,102087,1.78,249.28,251807,248621,295096,306.4,250159,251147,560297,539785,562755,552145,535635,545.78,550.38,66.74,1.5
10/3/17 13:00,54.95,17.4,5245.7,548401,401367,102098,1.78,249.5,249719,250269,295096,306.4,250049,249.39,562048,562725,555.47,553515,546925,547.74,546.24,66.74,1.5
10/3/17 13:00,54.95,17.4,5321.48,548401,398145,10211,1.78,249.28,247302,252026,295096,306.4,250159,249.06,552039,558.76,550.34,550585,566205,540.74,545.41,66.74,1.5
10/3/17 13:00,54.95,17.4,5341.8,545044,397412,102122,1.78,249609,247302,251697,295096,306.4,250159,251257,552039,556.78,547.64,543165,558.77,542.7,552585,66.74,1.5
